epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6866666674613953,1.1378532648086548,1e-05,0.7916049361228943,0.8113108277320862
1,0.8133333325386047,0.7396996021270752,1e-05,0.7892768979072571,0.8513767123222351
2,0.8399999737739563,0.6439442038536072,1e-05,0.791957676410675,0.7294462323188782
3,0.8933333158493042,0.44504597783088684,1e-05,0.7984479665756226,0.752676784992218
4,0.846666693687439,0.6254441738128662,1e-05,0.7879365086555481,0.7360660433769226
5,0.8199999928474426,0.6521574258804321,1e-05,0.7584479451179504,0.8102362751960754
6,0.9133333563804626,0.43845704197883606,1e-05,0.8081128597259521,0.7790802121162415
7,0.8999999761581421,0.4174630641937256,1e-05,0.8153086304664612,0.7238026857376099
8,0.9466666579246521,0.29906177520751953,1e-05,0.8040916919708252,0.802025556564331
9,0.846666693687439,0.5532050728797913,1e-05,0.8166490197181702,0.6562659740447998
10,0.8799999952316284,0.35298267006874084,1e-05,0.7929453253746033,0.6738543510437012
11,0.8333333134651184,0.4784330129623413,1e-05,0.8396472930908203,0.5409974455833435
12,0.9200000166893005,0.31426680088043213,1e-05,0.8126278519630432,0.6279905438423157
13,0.8799999952316284,0.3632431924343109,1e-05,0.8159435391426086,0.6695066094398499
14,0.8733333349227905,0.41230764985084534,1e-05,0.8295590877532959,0.5884160995483398
15,0.8600000143051147,0.44832006096839905,9.900498e-06,0.8126984238624573,0.6560119986534119
16,0.8999999761581421,0.3804079592227936,9.801986e-06,0.8493121862411499,0.5401320457458496
17,0.8866666555404663,0.36470821499824524,9.704455e-06,0.8377425074577332,0.5597409009933472
18,0.8933333158493042,0.43583944439888,9.607894e-06,0.8448677062988281,0.5729386210441589
19,0.9066666960716248,0.34553954005241394,9.512294e-06,0.8376014232635498,0.6444945335388184
20,0.8866666555404663,0.4296402931213379,9.417645e-06,0.8396472930908203,0.5737066268920898
21,0.8866666555404663,0.405709445476532,9.323938e-06,0.8458553552627563,0.5258787274360657
22,0.9266666769981384,0.30600541830062866,9.231163e-06,0.8423985838890076,0.5370199680328369
23,0.9133333563804626,0.36665669083595276,9.139311e-06,0.8306878209114075,0.5602380037307739
24,0.8933333158493042,0.3056046962738037,9.048374e-06,0.7530864477157593,0.7398036122322083
25,0.9066666960716248,0.3309122622013092,8.958341e-06,0.8355555534362793,0.5584580302238464
26,0.9200000166893005,0.30326947569847107,8.869204e-06,0.835837721824646,0.5742684006690979
27,0.9466666579246521,0.17356105148792267,8.780954e-06,0.8183421492576599,0.6564034819602966
28,0.8666666746139526,0.4007894992828369,8.6935825e-06,0.8401411175727844,0.5728287100791931
29,0.9066666960716248,0.28164178133010864,8.6070795e-06,0.8261728286743164,0.665877103805542
30,0.9200000166893005,0.33025166392326355,8.521438e-06,0.8411287665367126,0.5331615805625916
31,0.8933333158493042,0.4037887752056122,8.436648e-06,0.8258200883865356,0.5975661277770996
32,0.95333331823349,0.13965317606925964,8.352702e-06,0.8425396680831909,0.5401857495307922
33,0.9200000166893005,0.280916690826416,8.2695915e-06,0.7738271355628967,0.7017896175384521
34,0.9399999976158142,0.24800531566143036,8.187308e-06,0.8508641719818115,0.5612644553184509
35,0.9466666579246521,0.18681925535202026,8.105842e-06,0.8227160573005676,0.597503125667572
36,0.9200000166893005,0.28914737701416016,8.025188e-06,0.8525573015213013,0.5216909050941467
37,0.9666666388511658,0.163679301738739,7.945337e-06,0.8418341875076294,0.546084463596344
38,0.9333333373069763,0.21307261288166046,7.866279e-06,0.8464903235435486,0.5325891971588135
39,0.9333333373069763,0.2848682701587677,7.788008e-06,0.8540387749671936,0.5058881640434265
40,0.9066666960716248,0.28271129727363586,7.710516e-06,0.8481128811836243,0.5201748013496399
41,0.9333333373069763,0.21061277389526367,7.633796e-06,0.8675132393836975,0.4829932749271393
42,0.9399999976158142,0.19218392670154572,7.557838e-06,0.8662433624267578,0.5152568221092224
43,0.9466666579246521,0.24135498702526093,7.4826366e-06,0.8591181635856628,0.5418511033058167
44,0.8999999761581421,0.268157422542572,7.408183e-06,0.8530511260032654,0.5285387635231018
45,0.9266666769981384,0.2965216040611267,7.3344704e-06,0.8493826985359192,0.5037859082221985
46,0.9333333373069763,0.23159395158290863,7.261491e-06,0.8605996370315552,0.4800286293029785
47,0.9200000166893005,0.22987261414527893,7.189238e-06,0.8577072024345398,0.5238013863563538
48,0.9666666388511658,0.11504249274730682,7.117704e-06,0.8701940178871155,0.4772220849990845
49,0.9466666579246521,0.1714467704296112,7.046882e-06,0.8508641719818115,0.6194338798522949
50,0.9200000166893005,0.25900352001190186,6.9767643e-06,0.8523457050323486,0.5109407901763916
51,0.8999999761581421,0.3748100697994232,6.9073444e-06,0.869559109210968,0.4578052759170532
52,0.9399999976158142,0.18506371974945068,6.8386153e-06,0.8464903235435486,0.5378826856613159
53,0.9266666769981384,0.2782675623893738,6.77057e-06,0.8554497361183167,0.5364192724227905
54,0.9599999785423279,0.21738117933273315,6.703202e-06,0.8624338507652283,0.482252836227417
55,0.8733333349227905,0.3302675783634186,6.636504e-06,0.8428924083709717,0.5176596641540527
56,0.9666666388511658,0.17654496431350708,6.57047e-06,0.8595414757728577,0.4906180799007416
57,0.9066666960716248,0.2871324419975281,6.5050926e-06,0.8001410961151123,0.6602039933204651
58,0.9066666960716248,0.3372971713542938,6.4403657e-06,0.8377425074577332,0.5346077084541321
59,0.9666666388511658,0.10901901125907898,6.376283e-06,0.8378130793571472,0.5401286482810974
60,0.9200000166893005,0.21288897097110748,6.312838e-06,0.8711110949516296,0.43870002031326294
61,0.9333333373069763,0.2841527462005615,6.2500244e-06,0.8368253707885742,0.5537369251251221
62,0.9599999785423279,0.1449446827173233,6.1878354e-06,0.8527689576148987,0.5838410258293152
63,0.95333331823349,0.22056184709072113,6.1262654e-06,0.8621516823768616,0.45552197098731995
64,0.9399999976158142,0.18984735012054443,6.065308e-06,0.8497354388237,0.5311826467514038
65,0.9333333373069763,0.22415801882743835,6.004957e-06,0.8675837516784668,0.44366487860679626
66,0.9266666769981384,0.24827547371387482,5.945207e-06,0.86687833070755,0.4488983750343323
67,0.9399999976158142,0.15948845446109772,5.886051e-06,0.8673015832901001,0.4731505811214447
68,0.9266666769981384,0.27143004536628723,5.8274836e-06,0.8647618889808655,0.43982207775115967
69,0.8933333158493042,0.24313168227672577,5.7694992e-06,0.8754850029945374,0.4339010715484619
70,0.9266666769981384,0.2699230909347534,5.712092e-06,0.869488537311554,0.4429915249347687
71,0.9333333373069763,0.24263396859169006,5.655256e-06,0.8659611940383911,0.47663015127182007
72,0.9333333373069763,0.23420140147209167,5.598985e-06,0.8717460036277771,0.4279066026210785
73,0.9733333587646484,0.15645916759967804,5.5432743e-06,0.8711816668510437,0.45030978322029114
74,0.9666666388511658,0.14477038383483887,5.488118e-06,0.8716049194335938,0.4391826093196869
75,0.9666666388511658,0.13284805417060852,5.43351e-06,0.8737213611602783,0.4710511267185211
76,0.9200000166893005,0.258887380361557,5.3794456e-06,0.8567195534706116,0.48350760340690613
77,0.9333333373069763,0.2098958045244217,5.325919e-06,0.8634214997291565,0.4656032919883728
78,0.95333331823349,0.15526831150054932,5.2729256e-06,0.8727337121963501,0.4539721608161926
79,0.9599999785423279,0.14779657125473022,5.220459e-06,0.8749911785125732,0.4360712766647339
80,0.9066666960716248,0.1963966339826584,5.1685147e-06,0.8815520405769348,0.42416900396347046
81,0.9466666579246521,0.1332918107509613,5.1170873e-06,0.862786591053009,0.4973495304584503
82,0.9333333373069763,0.17050452530384064,5.0661715e-06,0.8464197516441345,0.5551393628120422
83,0.9133333563804626,0.29559800028800964,5.0157623e-06,0.8702645301818848,0.4414108395576477
84,0.9466666579246521,0.1724349409341812,4.9658547e-06,0.8872663378715515,0.42059025168418884
85,0.9333333373069763,0.24338354170322418,4.9164437e-06,0.8771781325340271,0.4074503481388092
86,0.9399999976158142,0.19361233711242676,4.8675242e-06,0.8806349039077759,0.4131328761577606
87,0.9466666579246521,0.1607457548379898,4.8190914e-06,0.8772487044334412,0.46910667419433594
88,0.9599999785423279,0.13875506818294525,4.7711405e-06,0.878024697303772,0.4244055449962616
89,0.9666666388511658,0.15500324964523315,4.7236667e-06,0.8746384382247925,0.457695871591568
90,0.95333331823349,0.12558352947235107,4.6766654e-06,0.8742856979370117,0.4453963041305542
91,0.95333331823349,0.13879510760307312,4.630132e-06,0.877107560634613,0.44062161445617676
92,0.9666666388511658,0.10031533241271973,4.5840616e-06,0.8847266435623169,0.43383902311325073
