epoch,accuracy,loss,lr,precision_5,recall_5,val_accuracy,val_loss,val_precision_5,val_recall_5
0,0.8148000240325928,0.8889824151992798,1e-04,0.8227174878120422,0.7629333138465881,0.7916049361228943,0.8803051114082336,0.7916049361228943,0.7916049361228943
1,0.8184000253677368,0.7992578744888306,1e-04,0.8184123039245605,0.8178666830062866,0.7916049361228943,0.9427502751350403,0.7916049361228943,0.7916049361228943
2,0.8214666843414307,0.7231077551841736,1e-04,0.8444444537162781,0.8005333542823792,0.7779894471168518,0.863569974899292,0.7918568849563599,0.7587301731109619
3,0.8202666640281677,0.6853827238082886,1e-04,0.8544155955314636,0.7817333340644836,0.7731922268867493,0.8687728047370911,0.806668758392334,0.7185184955596924
4,0.8252000212669373,0.653501033782959,1e-04,0.8669711351394653,0.7846666574478149,0.7822222113609314,0.8378592133522034,0.8056634068489075,0.746666669845581
5,0.8324000239372253,0.6341830492019653,1e-04,0.8698008060455322,0.791866660118103,0.760564386844635,0.8648726344108582,0.8039858937263489,0.6915696859359741
6,0.8346035480499268,0.6130599975585938,1e-04,0.8645803332328796,0.8015777468681335,0.7897001504898071,0.8008872270584106,0.798622190952301,0.7769312262535095
7,0.8550666570663452,0.5450221300125122,1e-04,0.8797236084938049,0.8318666815757751,0.7908289432525635,0.779042661190033,0.8043876886367798,0.7734038829803467
8,0.8672000169754028,0.49500584602355957,1e-04,0.8825888633728027,0.850933313369751,0.8057143092155457,0.7281681895256042,0.8287367224693298,0.737707257270813
9,0.8704000115394592,0.4839884042739868,1e-04,0.8867166042327881,0.8526666760444641,0.7831393480300903,0.7318928837776184,0.8169955015182495,0.7331922650337219
10,0.8679999709129333,0.47447672486305237,9.0483736e-05,0.8852277398109436,0.8525333404541016,0.7940740585327148,0.6873152256011963,0.8218148350715637,0.7558377385139465
11,0.8779248595237732,0.44698187708854675,8.187306e-05,0.8929608464241028,0.8633506894111633,0.8110758662223816,0.6913608312606812,0.8215063214302063,0.7987301349639893
12,0.8824709057807922,0.40435534715652466,7.408181e-05,0.8953697085380554,0.8661586046218872,0.8165079355239868,0.6042931079864502,0.8304639458656311,0.803104043006897
13,0.8813333511352539,0.4051913022994995,6.7031986e-05,0.8940397500991821,0.8640000224113464,0.8147442936897278,0.6031634211540222,0.8364567160606384,0.7840564250946045
14,0.8867999911308289,0.3893877863883972,6.0653045e-05,0.9019310474395752,0.8718666434288025,0.8205291032791138,0.5882189273834229,0.8527332544326782,0.765925943851471
15,0.8894666433334351,0.365864634513855,5.488114e-05,0.9034122228622437,0.8754666447639465,0.8295590877532959,0.5536561608314514,0.848867654800415,0.8011993169784546
16,0.8948000073432922,0.34662702679634094,4.9658505e-05,0.9049445390701294,0.8809333443641663,0.835414469242096,0.5754761099815369,0.8480634689331055,0.8217989206314087
17,0.8992000222206116,0.32407519221305847,4.4932873e-05,0.9121195673942566,0.887066662311554,0.7626102566719055,0.6841917634010315,0.7998709082603455,0.699541449546814
