epoch,accuracy,loss,lr,precision_6,recall_6,val_accuracy,val_loss,val_precision_6,val_recall_6
18,0.9222666621208191,0.26060596108436584,4.065694e-05,0.9293271899223328,0.9134666919708252,0.847125232219696,0.5317573547363281,0.8589679002761841,0.8395767211914062
19,0.9276641011238098,0.24230004847049713,3.678792e-05,0.9356549978256226,0.9196416735649109,0.8474074006080627,0.49816933274269104,0.8673177361488342,0.8332980871200562
20,0.9319999814033508,0.23373927175998688,3.3287084e-05,0.9394679665565491,0.9229333400726318,0.8455731868743896,0.49677273631095886,0.8640875816345215,0.8351323008537292
21,0.9251999855041504,0.24076898396015167,3.0119398e-05,0.9349979758262634,0.918666660785675,0.8560141324996948,0.5675621032714844,0.8654853105545044,0.8510758280754089
22,0.9318666458129883,0.22503603994846344,2.7253156e-05,0.938159704208374,0.9243999719619751,0.8608818054199219,0.48255655169487,0.8730296492576599,0.8517813086509705
23,0.93586665391922,0.21703797578811646,2.4659674e-05,0.9409937858581543,0.9291999936103821,0.8468430042266846,0.49308890104293823,0.8616045713424683,0.8349206447601318
24,0.9395999908447266,0.2049696296453476,2.2312994e-05,0.9468834400177002,0.9317333102226257,0.8643386363983154,0.4724524915218353,0.8747034668922424,0.8584126830101013
25,0.9422666430473328,0.19131134450435638,2.0189631e-05,0.9487179517745972,0.937333345413208,0.8424691557884216,0.5178558230400085,0.855350911617279,0.8322398662567139
26,0.9399652481079102,0.20287729799747467,1.8268332e-05,0.9456536173820496,0.9352854490280151,0.8539682626724243,0.4917708933353424,0.8678369522094727,0.8440211415290833
27,0.9404000043869019,0.20335739850997925,1.652987e-05,0.9462960362434387,0.9350666403770447,0.8645502924919128,0.4714049994945526,0.8793328404426575,0.8554497361183167
28,0.946399986743927,0.18143421411514282,1.4956844e-05,0.9522460699081421,0.9412000179290771,0.8550264835357666,0.5109280347824097,0.8640524744987488,0.8456437587738037
29,0.9488000273704529,0.1791345328092575,1.3533511e-05,0.954054057598114,0.9413333535194397,0.8579188585281372,0.507261335849762,0.8702527284622192,0.8502998352050781
30,0.9465169310569763,0.1820499300956726,1.2245627e-05,0.9518137574195862,0.9402326345443726,0.864126980304718,0.4581776261329651,0.8768875002861023,0.8562257289886475
31,0.9483888149261475,0.17779798805713654,1.10803e-05,0.9533189535140991,0.9447787404060364,0.8636331558227539,0.4616166353225708,0.8763883113861084,0.8572839498519897
32,0.9517333507537842,0.173068106174469,1.0025869e-05,0.9568907618522644,0.9470666646957397,0.8645502924919128,0.4677482545375824,0.8757943511009216,0.8555908203125
33,0.9506666660308838,0.17334935069084167,9.071781e-06,0.9560883641242981,0.946399986743927,0.8680775761604309,0.473492830991745,0.8761550188064575,0.8629276752471924
34,0.9495921730995178,0.1788390427827835,8.208487e-06,0.9543675184249878,0.94517982006073,0.8615167737007141,0.47197225689888,0.8731348514556885,0.8545325994491577
35,0.9501270055770874,0.1753905564546585,7.4273457e-06,0.9556756615638733,0.9455809593200684,0.866807758808136,0.468709260225296,0.8764811754226685,0.86102294921875
36,0.9506666660308838,0.17183631658554077,6.72054e-06,0.9552922248840332,0.9458666443824768,0.8609523773193359,0.47991353273391724,0.8716065287590027,0.8538976907730103
37,0.9561333060264587,0.16442140936851501,6.0809957e-06,0.9598388075828552,0.9527999758720398,0.8568606972694397,0.46936237812042236,0.8712159991264343,0.8466314077377319
38,0.9582666754722595,0.15310822427272797,5.502312e-06,0.9627537727355957,0.9546666741371155,0.8617989420890808,0.47527047991752625,0.8717893362045288,0.8548148274421692
39,0.956143856048584,0.15346269309520721,4.9786977e-06,0.9609828591346741,0.9517315030097961,0.8616578578948975,0.4934144616127014,0.8719850182533264,0.8543915152549744
40,0.9521333575248718,0.1568552702665329,4.504912e-06,0.957890510559082,0.9493333101272583,0.868571400642395,0.46334195137023926,0.8773252964019775,0.8617283701896667
41,0.9530666470527649,0.15335243940353394,4.0762125e-06,0.959450364112854,0.9495999813079834,0.8584832549095154,0.48410069942474365,0.8690424561500549,0.851569652557373
42,0.9570666551589966,0.15232427418231964,3.6883093e-06,0.9605051279067993,0.95333331823349,0.8692768812179565,0.4729126989841461,0.8784899115562439,0.8634920716285706
43,0.9575999975204468,0.15154945850372314,3.33732e-06,0.9615539908409119,0.9537333250045776,0.8651852011680603,0.4746163785457611,0.8754855394363403,0.8586243391036987
44,0.9542666673660278,0.1533224880695343,3.019732e-06,0.9590274095535278,0.9518666863441467,0.8587654232978821,0.48099997639656067,0.8694086074829102,0.8514991402626038
45,0.956933319568634,0.1498289406299591,2.7323665e-06,0.9609742760658264,0.9521333575248718,0.869488537311554,0.4804082214832306,0.8783822655677795,0.8656790256500244
46,0.9565333127975464,0.15251263976097107,2.4723474e-06,0.961031973361969,0.9535999894142151,0.8613756895065308,0.4782847762107849,0.8720051646232605,0.8550264835357666
47,0.9541333317756653,0.15358339250087738,2.2370723e-06,0.9590792655944824,0.949999988079071,0.8611640334129333,0.47675445675849915,0.8713782429695129,0.8550264835357666
48,0.9544000029563904,0.15829329192638397,2.0241866e-06,0.9597035050392151,0.9494666457176208,0.8665255904197693,0.4754748046398163,0.8763730525970459,0.8611640334129333
49,0.9565333127975464,0.147991344332695,1.8315598e-06,0.9617663025856018,0.9525333046913147,0.8626455068588257,0.47631290555000305,0.8726553916931152,0.8566490411758423
50,0.9565333127975464,0.1447031944990158,1.6572637e-06,0.960628867149353,0.9531999826431274,0.8680775761604309,0.4745757281780243,0.8775319457054138,0.8618695139884949
51,0.9538708329200745,0.15216952562332153,1.4995542e-06,0.9580862522125244,0.9505281448364258,0.863703727722168,0.4730651378631592,0.8732940554618835,0.8577072024345398
52,0.9580000042915344,0.14463433623313904,1.3568526e-06,0.9618586897850037,0.9549333453178406,0.8610934615135193,0.4769825339317322,0.8710373044013977,0.8548148274421692
53,0.9618666768074036,0.13861823081970215,1.227731e-06,0.9648133516311646,0.9578666687011719,0.8671604990959167,0.4753097891807556,0.8765707015991211,0.8612345457077026
54,0.9570798277854919,0.13981148600578308,1.1108968e-06,0.9616785645484924,0.9529348611831665,0.8656084537506104,0.4728090465068817,0.8750269412994385,0.8589770793914795
55,0.9580000042915344,0.14128047227859497,1.0051809e-06,0.9630227088928223,0.9549333453178406,0.863703727722168,0.4788948595523834,0.8740389347076416,0.8581305146217346
56,0.9605333209037781,0.1344124674797058,9.095253e-07,0.9642521142959595,0.9566666483879089,0.8653967976570129,0.4854961633682251,0.8743098974227905,0.8602468967437744
57,0.9588000178337097,0.14125820994377136,8.229725e-07,0.9624009728431702,0.9556000232696533,0.8653262853622437,0.47689318656921387,0.8750358819961548,0.8600353002548218
58,0.9609333276748657,0.13958674669265747,7.4465623e-07,0.9638732075691223,0.956933319568634,0.8634214997291565,0.4784753620624542,0.8721005320549011,0.8567195534706116
59,0.9578666687011719,0.1415778249502182,6.737928e-07,0.962479829788208,0.9542666673660278,0.8641975522041321,0.47687217593193054,0.873465895652771,0.8585537672042847
60,0.9571999907493591,0.15218718349933624,6.096729e-07,0.9616523385047913,0.9529333114624023,0.864056408405304,0.4774015545845032,0.8728041648864746,0.8587654232978821
61,0.9590666890144348,0.14075952768325806,5.516548e-07,0.9628932476043701,0.9549333453178406,0.86687833070755,0.48078829050064087,0.8753317594528198,0.8608818054199219
62,0.9590666890144348,0.14181336760520935,4.9915786e-07,0.9627838134765625,0.9554666876792908,0.8665961027145386,0.47948330640792847,0.8751614093780518,0.8605291247367859
63,0.9565333127975464,0.14652857184410095,4.516567e-07,0.9610162377357483,0.9531999826431274,0.865467369556427,0.4769352376461029,0.8743722438812256,0.8597530722618103
64,0.9590666890144348,0.13721361756324768,4.0867585e-07,0.9642136693000793,0.9556000232696533,0.8653967976570129,0.479577898979187,0.87465900182724,0.8595414757728577
65,0.9557427167892456,0.15018825232982635,3.6978517e-07,0.9601078033447266,0.9525337815284729,0.8651146292686462,0.4763435125350952,0.8741660118103027,0.859611988067627
66,0.961733341217041,0.1410299837589264,3.3459543e-07,0.965632975101471,0.9590666890144348,0.8658201098442078,0.4761914610862732,0.8746052384376526,0.859611988067627
67,0.9593333601951599,0.1436453014612198,3.0275444e-07,0.9636852741241455,0.9553333520889282,0.865044116973877,0.4785887897014618,0.8742643594741821,0.8594003319740295
68,0.9563999772071838,0.1528891623020172,2.7394353e-07,0.9606077075004578,0.9526666402816772,0.8665255904197693,0.47682470083236694,0.8745967149734497,0.8605291247367859
69,0.9610666632652283,0.13876625895500183,2.4787434e-07,0.9641658663749695,0.9578666687011719,0.8649029731750488,0.4780043661594391,0.8741750121116638,0.859682559967041
70,0.9557427167892456,0.14866530895233154,2.2428597e-07,0.9601024389266968,0.9524000287055969,0.8652557134628296,0.4782698154449463,0.87420254945755,0.8603879809379578
71,0.9557333588600159,0.1512140929698944,2.0294233e-07,0.9606130123138428,0.9527999758720398,0.8641975522041321,0.4800850749015808,0.8741294145584106,0.8588359951972961
72,0.9592191576957703,0.1387242078781128,1.8362981e-07,0.9638521671295166,0.9554753303527832,0.8646913766860962,0.4800547659397125,0.8738700151443481,0.8592592477798462
73,0.9575999975204468,0.1398969441652298,1.6615512e-07,0.9617038369178772,0.9542666673660278,0.8655379414558411,0.479082316160202,0.8743184804916382,0.8598236441612244
74,0.9575999975204468,0.14736421406269073,1.5034335e-07,0.9618125557899475,0.9537333250045776,0.8655379414558411,0.47983309626579285,0.8743992447853088,0.8599647283554077
75,0.9575999975204468,0.14164675772190094,1.3603629e-07,0.96208655834198,0.9541333317756653,0.8648324608802795,0.4794277250766754,0.8740852475166321,0.8594709038734436
76,0.9610666632652283,0.13166594505310059,1.2309071e-07,0.9653132557868958,0.9573333263397217,0.8658201098442078,0.4794696569442749,0.8747937083244324,0.8601058125495911
77,0.960266649723053,0.1407170295715332,1.1137708e-07,0.9638586640357971,0.9565333127975464,0.8656790256500244,0.4787934720516205,0.8744710087776184,0.8600353002548218
78,0.9616000056266785,0.13476453721523285,1.0077814e-07,0.9658647775650024,0.9582666754722595,0.8658201098442078,0.4781525135040283,0.874713122844696,0.8604585528373718
79,0.9601333141326904,0.1410711109638214,9.118782e-08,0.9634310007095337,0.9554666876792908,0.865467369556427,0.47836950421333313,0.8747578859329224,0.8603174686431885
80,0.959887683391571,0.14322106540203094,8.251015e-08,0.9632372856140137,0.9564113020896912,0.865467369556427,0.4780813157558441,0.8746234178543091,0.8602468967437744
81,0.9601333141326904,0.13655027747154236,7.465827e-08,0.9649004936218262,0.9566666483879089,0.8657495379447937,0.4775644838809967,0.874614417552948,0.8601763844490051
82,0.9566666483879089,0.1433621048927307,6.755359e-08,0.9620304107666016,0.9526666402816772,0.8656084537506104,0.47754013538360596,0.8743902444839478,0.8598941564559937
83,0.9594666957855225,0.13568656146526337,6.1125014e-08,0.9656797051429749,0.9566666483879089,0.8658201098442078,0.47781771421432495,0.8744890093803406,0.8601763844490051
84,0.9567999839782715,0.15006347000598907,5.53082e-08,0.9618855118751526,0.9522666931152344,0.8658201098442078,0.4769075810909271,0.8745517134666443,0.8601763844490051
85,0.9559999704360962,0.14883120357990265,5.0044925e-08,0.9603281617164612,0.9521333575248718,0.8658906817436218,0.4767438471317291,0.8749192953109741,0.8605996370315552
86,0.9599999785423279,0.14140041172504425,4.528252e-08,0.963565468788147,0.9556000232696533,0.8658201098442078,0.4768950939178467,0.874748945236206,0.8602468967437744
87,0.9597539901733398,0.13924874365329742,4.0973315e-08,0.9643049836158752,0.9572135210037231,0.8656790256500244,0.4769669473171234,0.8745070099830627,0.8603174686431885
88,0.9569461345672607,0.14752525091171265,3.7074187e-08,0.960296094417572,0.9540045261383057,0.8658906817436218,0.4767356216907501,0.8745877146720886,0.8604585528373718
89,0.9561333060264587,0.14830340445041656,3.354611e-08,0.9623149633407593,0.95333331823349,0.8656790256500244,0.47707661986351013,0.8746504187583923,0.8604585528373718
90,0.9561333060264587,0.150964617729187,3.0353775e-08,0.9596936702728271,0.9524000287055969,0.8653967976570129,0.47697311639785767,0.874417245388031,0.8601058125495911
91,0.9590666890144348,0.13829351961612701,2.746523e-08,0.963176965713501,0.9556000232696533,0.8653967976570129,0.4772052466869354,0.8742111325263977,0.8599647283554077
92,0.9609333276748657,0.13341663777828217,2.4851566e-08,0.9650866389274597,0.9582666754722595,0.8653967976570129,0.4773799479007721,0.8742111325263977,0.8599647283554077
93,0.9563999772071838,0.1465855836868286,2.2486626e-08,0.9617919921875,0.9531999826431274,0.8653967976570129,0.47738271951675415,0.8743184804916382,0.8598236441612244
94,0.956933319568634,0.14604879915714264,2.034674e-08,0.9614661931991577,0.954800009727478,0.8653262853622437,0.477542906999588,0.8742738366127014,0.8599647283554077
95,0.9574666619300842,0.146514430642128,1.8410491e-08,0.9615177512168884,0.9527999758720398,0.8653262853622437,0.4775618016719818,0.8743365406990051,0.8599647283554077
96,0.9601551294326782,0.13740922510623932,1.66585e-08,0.9647042751312256,0.9574809670448303,0.8653967976570129,0.47741085290908813,0.8743726015090942,0.8602468967437744
97,0.9558666944503784,0.14347931742668152,1.5073233e-08,0.9607526659965515,0.9530666470527649,0.865467369556427,0.47740402817726135,0.8743098974227905,0.8602468967437744
98,0.9588180184364319,0.13962224125862122,1.3638825e-08,0.962284505367279,0.9552079439163208,0.8653967976570129,0.47767654061317444,0.8743816018104553,0.8603174686431885
99,0.9571999907493591,0.1468050479888916,1.23409185e-08,0.9603867530822754,0.9535999894142151,0.8653262853622437,0.4776349663734436,0.8743726015090942,0.8602468967437744
100,0.9565333127975464,0.15621963143348694,1.1166525e-08,0.960618257522583,0.9529333114624023,0.8653262853622437,0.4775775074958801,0.874435305595398,0.8602468967437744
101,0.9558666944503784,0.14651598036289215,1.0103888e-08,0.9603121280670166,0.9517333507537842,0.8653967976570129,0.4775909185409546,0.874444305896759,0.8603174686431885
102,0.9599999785423279,0.13845513761043549,9.142376e-09,0.9640123248100281,0.9571999907493591,0.865467369556427,0.47755295038223267,0.8743816018104553,0.8603174686431885
103,0.9590666890144348,0.14074598252773285,8.272363e-09,0.9629181623458862,0.9556000232696533,0.8653967976570129,0.4776597023010254,0.8742561936378479,0.8603174686431885
104,0.9574666619300842,0.14453674852848053,7.485143e-09,0.9638765454292297,0.9534666538238525,0.865467369556427,0.4776867628097534,0.8743188977241516,0.8603174686431885
105,0.9609573483467102,0.1353434920310974,6.7728374e-09,0.96484375,0.9577483534812927,0.865467369556427,0.4777381420135498,0.8743816018104553,0.8603174686431885
106,0.9581494927406311,0.14100368320941925,6.1283165e-09,0.9617405533790588,0.9545393586158752,0.8655379414558411,0.47767728567123413,0.8744980096817017,0.8602468967437744
107,0.9606666564941406,0.13024024665355682,5.5451297e-09,0.9649146199226379,0.9570666551589966,0.865467369556427,0.47768229246139526,0.8743726015090942,0.8602468967437744
108,0.9614921808242798,0.12904325127601624,5.0174407e-09,0.9664148688316345,0.9580157995223999,0.865467369556427,0.47773972153663635,0.8743726015090942,0.8602468967437744
109,0.9645333290100098,0.12688016891479492,4.539968e-09,0.9689640998840332,0.9616000056266785,0.865467369556427,0.47777432203292847,0.874435305595398,0.8602468967437744
110,0.9605333209037781,0.1373841017484665,4.1079327e-09,0.963609516620636,0.9567999839782715,0.865467369556427,0.4777897000312805,0.874435305595398,0.8602468967437744
111,0.9594666957855225,0.146834596991539,3.717011e-09,0.9643241763114929,0.9550666809082031,0.865467369556427,0.4777260720729828,0.8744980096817017,0.8602468967437744
112,0.9575999975204468,0.14298281073570251,3.3632903e-09,0.9621120691299438,0.954800009727478,0.8655379414558411,0.4776822626590729,0.8744980096817017,0.8602468967437744
113,0.9601333141326904,0.14196522533893585,3.0432308e-09,0.9632017016410828,0.9562666416168213,0.8655379414558411,0.47768470644950867,0.8744980096817017,0.8602468967437744
114,0.9558666944503784,0.1478782743215561,2.7536289e-09,0.9600752592086792,0.9522666931152344,0.865467369556427,0.4776993989944458,0.874435305595398,0.8602468967437744
115,0.9524000287055969,0.1629732847213745,2.4915863e-09,0.957381010055542,0.9494666457176208,0.865467369556427,0.4776800870895386,0.874435305595398,0.8602468967437744
116,0.9599999785423279,0.13904759287834167,2.2544804e-09,0.963475227355957,0.9566666483879089,0.865467369556427,0.47767457365989685,0.874435305595398,0.8602468967437744
117,0.9613584876060486,0.1421346664428711,2.039938e-09,0.9652525186538696,0.9582831859588623,0.865467369556427,0.4776747524738312,0.874435305595398,0.8602468967437744
118,0.9577333331108093,0.14305181801319122,1.8458122e-09,0.961719274520874,0.9546666741371155,0.865467369556427,0.4776694178581238,0.874435305595398,0.8602468967437744
119,0.9580000042915344,0.1406455785036087,1.6701598e-09,0.96305251121521,0.9557333588600159,0.865467369556427,0.47767364978790283,0.874435305595398,0.8602468967437744
120,0.9598666429519653,0.13774728775024414,1.511223e-09,0.9648957848548889,0.9565333127975464,0.865467369556427,0.47766995429992676,0.8745070099830627,0.8603174686431885
121,0.9582666754722595,0.14517618715763092,1.3674111e-09,0.9626343846321106,0.9549333453178406,0.865467369556427,0.47766923904418945,0.874444305896759,0.8603174686431885
122,0.9530686140060425,0.15461242198944092,1.2372846e-09,0.9582322835922241,0.9509292840957642,0.865467369556427,0.4776618778705597,0.874444305896759,0.8603174686431885
123,0.9593333601951599,0.13783597946166992,1.1195413e-09,0.9643241763114929,0.9550666809082031,0.865467369556427,0.47766372561454773,0.874444305896759,0.8603174686431885
124,0.9604225158691406,0.14055970311164856,1.0130029e-09,0.9646709561347961,0.9565449953079224,0.865467369556427,0.4776623249053955,0.874444305896759,0.8603174686431885
125,0.9575999975204468,0.14726726710796356,9.166029e-10,0.9611297845840454,0.9527999758720398,0.865467369556427,0.4776655435562134,0.874444305896759,0.8603174686431885
126,0.9586666822433472,0.14265881478786469,8.2937657e-10,0.9623858332633972,0.9552000164985657,0.865467369556427,0.4776654839515686,0.874444305896759,0.8603174686431885
127,0.9590666890144348,0.13860680162906647,7.504509e-10,0.9645981788635254,0.9554666876792908,0.865467369556427,0.47766411304473877,0.874444305896759,0.8603174686431885
128,0.9601333141326904,0.13677208125591278,6.7903605e-10,0.9632214903831482,0.9567999839782715,0.865467369556427,0.47766104340553284,0.874444305896759,0.8603174686431885
129,0.9573333263397217,0.13510096073150635,6.144172e-10,0.9629928469657898,0.9541333317756653,0.865467369556427,0.4776630997657776,0.874444305896759,0.8603174686431885
130,0.9592000246047974,0.14230333268642426,5.559476e-10,0.9620134234428406,0.9556000232696533,0.865467369556427,0.47766247391700745,0.874444305896759,0.8603174686431885
131,0.9580000042915344,0.1381322294473648,5.0304216e-10,0.9616987109184265,0.9541333317756653,0.865467369556427,0.47766199707984924,0.874444305896759,0.8603174686431885
132,0.9603999853134155,0.13811476528644562,4.5517135e-10,0.9654430747032166,0.9573333263397217,0.865467369556427,0.47766315937042236,0.874444305896759,0.8603174686431885
133,0.9578666687011719,0.14299409091472626,4.1185605e-10,0.9627337455749512,0.9541333317756653,0.865467369556427,0.4776627719402313,0.874444305896759,0.8603174686431885
134,0.956933319568634,0.1470380574464798,3.7266273e-10,0.9609343409538269,0.9544000029563904,0.865467369556427,0.47766247391700745,0.874444305896759,0.8603174686431885
135,0.960823655128479,0.13635219633579254,3.3719916e-10,0.9648484587669373,0.9578820466995239,0.865467369556427,0.4776613414287567,0.874444305896759,0.8603174686431885
136,0.9586666822433472,0.1374189704656601,3.051104e-10,0.9630177617073059,0.954800009727478,0.865467369556427,0.47766175866127014,0.874444305896759,0.8603174686431885
137,0.956933319568634,0.14522287249565125,2.760753e-10,0.9610528945922852,0.9541333317756653,0.865467369556427,0.47766172885894775,0.874444305896759,0.8603174686431885
138,0.9584000110626221,0.1389847844839096,2.4980326e-10,0.9630624651908875,0.9559999704360962,0.865467369556427,0.4776618182659149,0.874444305896759,0.8603174686431885
139,0.9556000232696533,0.15112586319446564,2.2603133e-10,0.9600859880447388,0.9525333046913147,0.865467369556427,0.47766226530075073,0.874444305896759,0.8603174686431885
140,0.9558764696121216,0.14742709696292877,2.045216e-10,0.9608689546585083,0.9521326422691345,0.865467369556427,0.4776623249053955,0.874444305896759,0.8603174686431885
141,0.960266649723053,0.13668857514858246,1.8505879e-10,0.9637681245803833,0.9575999975204468,0.865467369556427,0.47766247391700745,0.874444305896759,0.8603174686431885
142,0.9599999785423279,0.13790200650691986,1.6744811e-10,0.9643769264221191,0.9565333127975464,0.865467369556427,0.4776623547077179,0.874444305896759,0.8603174686431885
143,0.9574809670448303,0.14486320316791534,1.515133e-10,0.9621293544769287,0.9545393586158752,0.865467369556427,0.47766202688217163,0.874444305896759,0.8603174686431885
144,0.9605562090873718,0.13872656226158142,1.3709489e-10,0.9658477306365967,0.9566786885261536,0.865467369556427,0.4776623845100403,0.874444305896759,0.8603174686431885
145,0.9595999717712402,0.13975654542446136,1.2404858e-10,0.9637194275856018,0.9562666416168213,0.865467369556427,0.4776626229286194,0.874444305896759,0.8603174686431885
146,0.9639999866485596,0.12917500734329224,1.1224379e-10,0.9677549600601196,0.9603999853134155,0.865467369556427,0.4776621162891388,0.874444305896759,0.8603174686431885
147,0.9566786885261536,0.148183673620224,1.0156238e-10,0.961154580116272,0.9528011679649353,0.865467369556427,0.477662593126297,0.874444305896759,0.8603174686431885
148,0.9574666619300842,0.14289163053035736,9.1897434e-11,0.9620457887649536,0.9530666470527649,0.865467369556427,0.47766220569610596,0.874444305896759,0.8603174686431885
149,0.9593333601951599,0.13277772068977356,8.3152235e-11,0.963445782661438,0.9558666944503784,0.8655379414558411,0.4776623845100403,0.874444305896759,0.8603174686431885
150,0.9569461345672607,0.14484260976314545,7.523925e-11,0.9612069129943848,0.9541382789611816,0.865467369556427,0.4776621162891388,0.874444305896759,0.8603174686431885
151,0.9614666700363159,0.13938702642917633,6.8079285e-11,0.965058445930481,0.9574666619300842,0.865467369556427,0.47766193747520447,0.874444305896759,0.8603174686431885
152,0.9578666687011719,0.14556220173835754,6.160068e-11,0.9618381857872009,0.9544000029563904,0.865467369556427,0.4776623249053955,0.874444305896759,0.8603174686431885
153,0.9565333127975464,0.14738327264785767,5.57386e-11,0.9623250961303711,0.9535999894142151,0.865467369556427,0.47766226530075073,0.874444305896759,0.8603174686431885
154,0.9554666876792908,0.14699988067150116,5.043437e-11,0.9600484371185303,0.9516000151634216,0.865467369556427,0.47766271233558655,0.874444305896759,0.8603174686431885
155,0.9590666890144348,0.1379486620426178,4.5634902e-11,0.9637096524238586,0.9559999704360962,0.865467369556427,0.4776625633239746,0.874444305896759,0.8603174686431885
156,0.9621333479881287,0.13127179443836212,4.1292164e-11,0.9663933515548706,0.9585333466529846,0.865467369556427,0.4776619076728821,0.874444305896759,0.8603174686431885
157,0.9592000246047974,0.13617363572120667,3.7362693e-11,0.9637096524238586,0.9559999704360962,0.865467369556427,0.4776625335216522,0.874444305896759,0.8603174686431885
158,0.9577333331108093,0.14548993110656738,3.3807162e-11,0.96208655834198,0.9541333317756653,0.865467369556427,0.4776623547077179,0.874444305896759,0.8603174686431885
159,0.9562666416168213,0.14964079856872559,3.0589982e-11,0.9604466557502747,0.9518666863441467,0.865467369556427,0.47766196727752686,0.874444305896759,0.8603174686431885
160,0.9610666632652283,0.1370188295841217,2.7678958e-11,0.9647470116615295,0.9559999704360962,0.865467369556427,0.4776623845100403,0.874444305896759,0.8603174686431885
161,0.9580000042915344,0.1486513763666153,2.5044956e-11,0.9614039659500122,0.9531999826431274,0.865467369556427,0.4776626229286194,0.874444305896759,0.8603174686431885
162,0.9589517116546631,0.14071327447891235,2.2661612e-11,0.9624242186546326,0.9554753303527832,0.865467369556427,0.47766199707984924,0.874444305896759,0.8603174686431885
163,0.9567999839782715,0.14938344061374664,2.0505073e-11,0.9619213938713074,0.9531999826431274,0.865467369556427,0.4776623249053955,0.874444305896759,0.8603174686431885
164,0.9560101628303528,0.1509019434452057,1.8553757e-11,0.9597035050392151,0.9521326422691345,0.865467369556427,0.4776621460914612,0.874444305896759,0.8603174686431885
165,0.9603999853134155,0.1363408863544464,1.6788133e-11,0.9629579782485962,0.9566666483879089,0.865467369556427,0.4776623547077179,0.874444305896759,0.8603174686431885
166,0.9585506319999695,0.14394766092300415,1.5190531e-11,0.9615384340286255,0.9560101628303528,0.865467369556427,0.4776625335216522,0.874444305896759,0.8603174686431885
167,0.956933319568634,0.14297226071357727,1.374496e-11,0.9609848260879517,0.9524000287055969,0.865467369556427,0.477662056684494,0.874444305896759,0.8603174686431885
168,0.9616000056266785,0.14004109799861908,1.2436953e-11,0.9652162194252014,0.9582666754722595,0.865467369556427,0.47766178846359253,0.874444305896759,0.8603174686431885
169,0.9618666768074036,0.1426292061805725,1.125342e-11,0.9658601880073547,0.958133339881897,0.865467369556427,0.4776625335216522,0.874444305896759,0.8603174686431885
170,0.9589517116546631,0.1371539831161499,1.0182515e-11,0.9628729820251465,0.9536034464836121,0.865467369556427,0.4776618778705597,0.874444305896759,0.8603174686431885
